ensembl_gene_id,external_gene_name,Bazzini_ActD_HEK293_1,Bazzini_ActD_HeLa_1,Bazzini_ActD_RPE_1,Bazzini_4sU_K562_1,Akimitsu_BrU_HeLa_1,Rinn_ActD_K562_1,Rinn_ActD_K562_2,Rinn_ActD_K562_3,Rinn_ActD_H1ESC_1,Rinn_ActD_H1ESC_2,Rinn_ActD_H1ESC_3,Akimitsu2_BrU4sU_HeLa_1,Jaffrey_ActD_HEK293_1,Cramer_4sU_K562_1,Shendure_4sU_A549_1,Cramer2_4sU_K562_1,Oberdoerffer_BrU_HeLa_1,Dieterich_4sU_HEK293_1,Dieterich_4sU_HEK293_2,Dieterich_4sU_MCF7_1,Dieterich_4sU_MCF7_2,He_ActD_HeLa_1,He_ActD_HeLa_2,Marks_ActD_HeLa_1,Darnell_ActD_HepG2_1,Mortazavi_4sU_GM12878_1,Rissland2_ActD_HEK293_1,Rissland2_ActD_HEK293_2,Rissland2_Aman_HEK293_1,Rissland2_Aman_HEK293_2,Rissland2_4sU_HEK293_1,Rissland2_4sU_HEK293_2,Zimmer_ActD_Bcell_1,Gejman_4sU_GM07029_1,Gejman_4sU_GM07029_2,Gejman_4sU_GM07029_3,Gejman_4sU_GM10835_1,Gejman_4sU_GM10835_2,Gejman_4sU_GM10835_3,Gejman_4sU_GM12813_1,Gejman_4sU_GM12813_2,Gejman_4sU_GM12813_3,Gejman_4sU_GM12813_4,Gejman_4sU_GM12813_5,Gejman_4sU_GM07019_1,Gejman_4sU_GM12812_1,Gejman_4sU_GM12814_1,Gejman_4sU_GM12815_1,Simon_4sU_K562_1,Simon_4sU_K562_2,Rissland_4sU_HEK293_1,Rissland_4sU_HEK293_2,Rissland_4sU_HEK293_3,Rissland_4sU_HEK293_4
ENSG00000002549,LAP3,0.048741246720369,-0.054646586507696,-0.031026481046577,1.21623385026975,1.24303804868629,1.2657759895834,1.17461243240804,1.2418974598468,1.31981929930367,1.32555260555691,NA,NA,NA,2.52488150009973,1.2719069777994,1.2316845858318,1.02878379781739,2.28281942603938,2.33886967916486,2.89258259367822,2.91224175351249,1.4189578934747,1.45550329998868,-0.0015,NA,1.41608928085175,1.36901247788691,1.25929798700316,1.45670073427067,1.32047120777745,0.816835959946558,NA,2.90439092001236,0.913283901760418,0.8555191556678,0.866877814337499,0.928907690243953,0.973589623427257,0.963315511386111,0.865103974641128,0.916453948549925,0.80413943233535,0.857935264719429,0.79657433321043,0.853698211776174,0.74350976472843,0.8055008581584,0.928395852256714,NA,NA,1.03756497834695,0.337796296746349,0.539505721403498,0.70897670744642
ENSG00000002586,CD99,0.056608357371507,-0.055922903199586,-0.065623555846322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4034514796944,NA,NA,2.4322855600003,2.28060372075528,3.20378816608125,3.00094951072622,0.85370483628388,1.3299826871473,-0.0012,9e-04,1.80719426426615,NA,NA,NA,NA,NA,NA,3.28404703160339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000002587,HS3ST1,NA,NA,0.290369169298514,NA,NA,NA,NA,NA,0.361635869144806,-0.0163454823967918,0.0834363239460451,NA,NA,NA,0.00845210958750423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000002726,AOC1,NA,-0.035147738775972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000002745,WNT16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0761331889396472,0.434983928847243,NA,0.788168371141168,0.700703717145019,0.465382851448418,0.768638101247614,0.943494515906103,0.782472624166286,0.682145076373832,0.762678563727436,0.77451696572855,0.722633922533812,0.802773725291976,0.746634198937579,0.599883072073688,0.819543935541869,0.714329759745233,NA,NA,NA,NA,NA,NA
ENSG00000002746,HECW1,NA,-0.047793199468826,NA,NA,0.436162647040756,NA,NA,NA,0.508956935344723,0.412207457261623,0.676391326921118,NA,0.942352597467628,NA,-0.00225301169430577,NA,0.455422492144485,NA,NA,NA,NA,0.551607774639453,0.819954805699057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268410480691508,NA,NA,-0.15089222165643
ENSG00000002822,MAD1L1,-0.001404410283801,0.04046520293875,0.001998455757851,1.02364415729441,0.447158031342219,0.583288345055135,0.618786292844166,0.593871858535937,0.476354627782332,0.479793194470972,0.503430300596036,NA,NA,1.87021530820977,0.182947002763122,NA,0.460408411242642,1.90320966886097,1.89497535859146,2.76628952522383,2.74711622667467,0.489179881794953,0.743196758968247,2e-04,NA,0.696782604703091,0.573589746766994,0.223245208070818,0.759594263434153,0.560252918055097,0.793353516272978,0.89461988354291,2.32654066851656,0.838219221907626,0.776701183988411,0.816241299991783,0.753583058892907,0.782472624166286,0.773786444981194,0.828015064223977,0.834420703681533,0.83695673705955,0.8055008581584,0.829303772831025,0.722633922533812,0.764176132390331,0.818225893613955,0.712649701627211,0.138176339573041,0.152257759187656,0.996290070015833,0.0190277040402276,0.135634796412058,0.405502664054713
ENSG00000002834,LASP1,0.01144351602754,-0.074852271904097,-0.076598119584761,1.0915316899603,0.893206753059848,NA,NA,NA,NA,NA,NA,NA,NA,2.55804324127926,0.962089466755738,NA,0.562473482632419,2.06704572489614,1.98990966695022,2.88263188834322,2.87372655947836,0.648520568191149,0.968245066321272,-0.0012,0.00097,1.05948378767883,0.969134275472393,0.852625804884231,0.987322331146312,0.848903249839568,0.565441633214231,1.48162921022008,2.5762261374496,0.653212513775344,0.859738566197147,0.881384656770573,0.664641975556125,0.665580991017953,0.680335513414563,0.836324115706752,0.776701183988411,0.764922984649888,0.705007959333336,0.77232170672292,0.757396028793024,0.722633922533812,0.65991620006985,0.899273187317604,0.585934247071568,0.573010925673387,1.35045865048068,NA,0.595057046838539,1.60124928840116
ENSG00000002919,SNX11,0.008991431467699,-0.006624876066174,0.03771190360282,0.993133823670106,0.52244423350632,0.787491575407647,0.762651635134563,0.711356087501295,0.63774722781409,0.694015210705756,0.697221406784026,-2.28309019258888,1.20988333359733,2.3192434730436,0.373358730427569,1.24483460902895,0.405732940364049,1.58224878526545,1.48247037954858,2.53045714220215,2.33133619636853,0.612430566557187,0.642429889330374,NA,NA,0.442402986793755,0.889594107642096,0.7437419792044,0.900674532727141,0.764193096180443,0.140942604518161,0.837578610395336,1.86213137931304,0.660865478003869,0.699837725867246,0.679427896612119,0.602059991327962,0.627365856592733,0.61066016308988,0.73559889969818,0.732393759822969,0.696356388733332,0.773054693364263,0.741151598851785,0.824125833916549,0.809559714635268,0.726727209026572,0.853089529851865,NA,NA,0.776263110037352,0.163912686538631,0.337977310109662,0.981350665156279
ENSG00000002933,TMEM176A,NA,-0.042830572380968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
